Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Is it worth planning my day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1730_fearful_negative.wav,"Yes, structuring your day can provide a sense of control and significantly reduce anxiety.",,productivity
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1731_fearful_negative.wav,Cooking at home can be a comforting experience and help you feel in control.,,health_fitness
Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1732_fearful_negative.wav,"If you're worried, there's no rush to make a change right now.",,technology
Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1733_fearful_negative.wav,"Given your worry, checking a local weather forecast would be best.",,weather
Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1734_fearful_negative.wav,"Given your preparation, passing is definitely possible.",,education
Can I finish my tasks on time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1735_fearful_negative.wav,"Yes, by focusing on one thing at a time, you can absolutely complete your tasks.",,productivity
Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1736_fearful_negative.wav,"It sounds overwhelming, perhaps you could silence them for a little while?",,technology
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1737_fearful_negative.wav,"You have the power to make today productive by taking small, focused steps.",,productivity
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1738_fearful_negative.wav,"If you feel scared, it might be best to stay home.",,relationships
Can I afford a vacation this year?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1739_fearful_negative.wav,We can build a budget to see if it's possible.,,finance
Can I hit my deadline?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1740_fearful_negative.wav,"If you focus on small steps and start now, you have a real chance.",,productivity
Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1741_fearful_negative.wav,"If your current phone is working fine, there's no need to worry about an upgrade right now.",,technology
Will networking help me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1742_fearful_negative.wav,"Networking can open doors you might not have considered, offering opportunities despite your fear.",,career
Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1743_fearful_negative.wav,Try silencing them temporarily to create a calm space for concentration.,,technology
Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1744_fearful_negative.wav,It can definitely be worthwhile if it helps you achieve your goals.,,education
Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1745_fearful_negative.wav,You should be safe going outside if you want to.,,weather
Should I cut my expenses?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1746_fearful_negative.wav,"If your finances feel overwhelming, reviewing your expenses can provide clarity and help you feel more in control.",,finance
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1747_fearful_negative.wav,"If you're feeling unsafe, it's best not to go.",,relationships
Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1748_fearful_negative.wav,"Yes, with determination and effort, you can absolutely achieve your goals.",,motivation
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1749_fearful_negative.wav,"Even when it's scary, setting small goals can genuinely help you move forward.",,motivation
Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1750_fearful_negative.wav,"Even when feeling anxious, connecting with others is genuinely possible and often starts with small steps.",,relationships
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1751_fearful_negative.wav,"Setting goals can be beneficial even when you're scared, as they can provide direction and hope.",,motivation
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1752_fearful_negative.wav,"Cooking familiar, simple comfort food tonight might actually help you feel calmer and safer.",,health_fitness
Should I use a calendar for tasks?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1753_fearful_negative.wav,"Yes, using a calendar can help bring order and calm to your tasks.",,time_management
Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1754_fearful_negative.wav,Your preparation and knowledge give you a strong chance of success.,,education
Will networking help me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1755_fearful_negative.wav,"Yes, connecting with others can definitely bring support and new opportunities.",,career
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1756_fearful_negative.wav,"Focusing on small, achievable steps can help reduce fear and provide a steady sense of progress.",,motivation
Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1757_fearful_negative.wav,Making a to-do list can really help calm your anxiety by making things feel more manageable.,,time_management
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1758_fearful_negative.wav,"It's okay to feel scared, but whether you should keep trying really depends on what you're facing.",,motivation
Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1759_fearful_negative.wav,"If you are worried, carefully weigh the benefits against your fears to decide for yourself.",,education
Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1760_fearful_negative.wav,I can't tell from here; what do you see outside that has you feeling uneasy?,,weather
Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1761_fearful_negative.wav,Buying a new laptop can be a safe investment if it meets your essential needs.,,finance
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1762_fearful_negative.wav,Cooking at home can be a comforting choice to calm your nerves.,,health_fitness
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1763_fearful_negative.wav,"Even when it feels scary, setting small goals can bring hope and direction to your future.",,motivation
Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1764_fearful_negative.wav,"Yes, you can absolutely form meaningful new friendships by being genuine and open.",,relationships
Will it rain later?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1765_fearful_negative.wav,"I'm not sure where you are, so I can't tell if it will rain.",,weather
How hot will it get this afternoon?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1766_fearful_negative.wav,"I understand you're worried, but I can't tell you the temperature without knowing where you are.",,weather
Is switching careers realistic for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1767_fearful_negative.wav,"Many people successfully change careers, and exploring your options thoughtfully can help make it a realistic possibility for you.",,career
Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1768_fearful_negative.wav,"If your current phone is working okay, there's no immediate need to worry about upgrading.",,technology
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1769_fearful_negative.wav,Please tell me your location so I can check for weather alerts.,,weather
Should I go for a walk now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1770_fearful_negative.wav,You should decide what feels safest for you.,,health_fitness
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1771_fearful_negative.wav,"Cooking a simple, comforting meal can be a very grounding experience right now.",,health_fitness
Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1772_fearful_negative.wav,"Your fear is understandable, but preparing consistently is the best way to succeed.",,education
Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1773_fearful_negative.wav,Check the local weather forecast to be sure.,,weather
Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1774_fearful_negative.wav,Reach out if you feel it will bring you comfort.,,relationships
Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1775_fearful_negative.wav,Investing in a reliable new one can definitely prevent future problems.,,finance
Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1776_fearful_negative.wav,"It's understandable to feel nervous, but you should absolutely apply and see what wonderful opportunities might unfold.",,career
Can I hit my deadline?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1777_fearful_negative.wav,I believe you can manage it if you focus and take it step by step.,,productivity
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1778_fearful_negative.wav,"If you're feeling scared or unsafe, it is probably best for you to skip it.",,relationships
Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1779_fearful_negative.wav,"Yes, creating a budget can provide stability and reduce uncertainty, making it a good time to start.",,finance
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1780_fearful_negative.wav,"Your perseverance is worthwhile, and it's understandable to feel afraid.",,motivation
Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1781_fearful_negative.wav,"If it's making you anxious, maybe not right now.",,technology
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1782_fearful_negative.wav,"Cooking at home can provide comfort and a sense of control, making it worthwhile.",,health_fitness
Should I try to save more money this month?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1783_fearful_negative.wav,Saving more can help provide a sense of security for the future.,,finance
Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1784_fearful_negative.wav,Starting gentle physical activity can positively impact your well-being. This information is not medical advice or a diagnosis; please consult a healthcare professional or seek care before starting.,,health_fitness
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1785_fearful_negative.wav,Focusing on one thing at a time can help you accomplish more than you think.,,productivity
Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1786_fearful_negative.wav,"Yes, budgeting is always a helpful step to gain control and reduce worry.",,finance
Can I afford a vacation this year?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1787_fearful_negative.wav,Looking closely at your budget and making some choices will determine that.,,finance
Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1788_fearful_negative.wav,Starting a light exercise program can offer many mental and physical rewards. This information is not medical advice or a diagnosis; please see a healthcare professional or seek care.,,health_fitness
Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1789_fearful_negative.wav,"Check the forecast, it can tell you if there's a chance of rain.",,weather
Should I start working on my project now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1790_fearful_negative.wav,It might be helpful to start planning now to ease your worries.,,productivity
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1791_fearful_negative.wav,"Please calm down, I'm here to chat, but I don't have access to live weather information. Is there anything else I can help with?",,weather
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1792_fearful_negative.wav,You can absolutely be productive today by focusing on one small task at a time.,,productivity
Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1793_fearful_negative.wav,"Yes, with dedication and focus, your goals are definitely within reach.",,motivation
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1794_fearful_negative.wav,"Yes, you should definitely keep trying with courage.",,motivation
Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1795_fearful_negative.wav,You must silence them now to reclaim your peace.,,technology
Should I use a calendar for tasks?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1796_fearful_negative.wav,"Yes, using a calendar can greatly help manage fear and organize your tasks.",,time_management
Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1797_fearful_negative.wav,Starting gentle exercise can be very beneficial for your health. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.,,health_fitness
Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1798_fearful_negative.wav,"If it provides valuable skills or knowledge you need, it could be worth it.",,education
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1799_fearful_negative.wav,"Yes, you absolutely can manage your time better, and I can help you find ways to do that.",,time_management
Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1800_fearful_negative.wav,Learning to code opens many doors and can be very useful for problem-solving in many areas beyond just technology.,,technology
Is time-blocking effective?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1801_fearful_negative.wav,"Yes, time-blocking can be very effective for managing tasks and reducing stress.",,time_management
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1802_fearful_negative.wav,Focusing on just one task at a time can help break things down and make it manageable.,,productivity
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1803_fearful_negative.wav,Setting new goals can be a positive step toward finding hope and moving forward.,,motivation
Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1804_fearful_negative.wav,"If your current device is causing significant problems, it might be beneficial.",,technology
Is my resume good enough?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1805_fearful_negative.wav,Your experience and skills make it competitive for matching roles.,,career
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1806_fearful_negative.wav,Cooking a home can offer a calm and controlled environment.,,health_fitness
Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1807_fearful_negative.wav,"Yes, even making a small list can help ease your mind and create order.",,time_management
Should I use a calendar for tasks?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1808_fearful_negative.wav,"Yes, using a calendar can help you manage your tasks and reduce feeling overwhelmed.",,time_management
Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1809_fearful_negative.wav,"Yes, you should probably take one just in case.",,weather
Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1810_fearful_negative.wav,"With preparation and focus, you can definitely get through this.",,education
Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1811_fearful_negative.wav,"If reaching out feels right, go ahead, but consider waiting if you need more time to feel safe.",,relationships
Is going to the gym a good idea today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1812_fearful_negative.wav,"If you're feeling scared about going, maybe exercising at home or in a less stressful environment would be better for you today.",,health_fitness
Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1813_fearful_negative.wav,"Yes, making a list can help calm your thoughts and make things feel less overwhelming.",,time_management
Can I afford a vacation this year?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1814_fearful_negative.wav,Let's look at your finances to determine if it's possible this year.,,finance
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1815_fearful_negative.wav,You can absolutely manage your time better by focusing on simple priorities.,,time_management
Should I wake up early tomorrow?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1816_fearful_negative.wav,You should wake up whenever you feel ready to.,,time_management
Should I try to save more money this month?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1817_fearful_negative.wav,Saving more money can provide a helpful financial cushion for unexpected things.,,finance
How hot will it get this afternoon?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1818_fearful_negative.wav,"I understand you're worried, but I can't provide weather information without knowing your location.",,weather
Will it rain later?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1819_fearful_negative.wav,"It's uncertain, but checking a local forecast would give you the best answer.",,weather
Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1820_fearful_negative.wav,Understanding basic coding can be a valuable skill in many different fields today.,,technology
Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1821_fearful_negative.wav,"It's understandable to feel anxious, but you should apply if the job excites you.",,career
Is time-blocking effective?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1822_fearful_negative.wav,"Yes, time-blocking can be very effective for managing tasks and reducing overwhelm. Is there something specific you're worried about?",,time_management
Should I go for a walk now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1823_fearful_negative.wav,"If you feel unsafe, it might be better to stay indoors right now.",,health_fitness
Is technology making life better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1824_fearful_negative.wav,"Technology can improve lives in many ways, but it also creates valid concerns about privacy and control.",,technology
Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1825_fearful_negative.wav,"Yes, setting small, manageable goals can provide focus and a real sense of hope.",,motivation
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1826_fearful_negative.wav,"I can check the weather for you, but is everything okay?",,weather
Should I wake up early tomorrow?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1827_fearful_negative.wav,"Waking up early can give you a sense of control, which might help ease your fear.",,time_management
Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1828_fearful_negative.wav,"I understand your anxiety, and I hope things turn out better than you fear.",,motivation
Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1829_fearful_negative.wav,"If your current laptop is causing you stress, a new one might bring peace of mind.",,finance
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1830_fearful_negative.wav,"It's okay to feel afraid, but please know that you can keep trying if it matters to you.",,motivation
Is social media worth my time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1831_fearful_negative.wav,Social media's value really depends on how it affects your personal well-being.,,technology
Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1832_fearful_negative.wav,"Yes, coding can be incredibly beneficial, opening many new doors for you.",,technology
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1833_fearful_negative.wav,"The forecast is calm and sunny, so everything will be alright.",,weather
Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1834_fearful_negative.wav,"If contacting them makes you feel uneasy, consider waiting until you feel more secure.",,relationships
What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1835_fearful_negative.wav,"I'm afraid I don't have your current location, so I can't say.",,weather
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1836_fearful_negative.wav,"Yes, small, manageable steps can definitely help reduce feelings of being overwhelmed.",,time_management
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1837_fearful_negative.wav,"Yes, you can definitely manage your time better by prioritizing tasks.",,time_management
Is switching careers realistic for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1838_fearful_negative.wav,Switching careers can be realistic with thoughtful planning and focused effort.,,career
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1839_fearful_negative.wav,"If you're feeling afraid, it's perfectly okay to stay home.",,relationships
Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1840_fearful_negative.wav,"If the thought of it makes you feel truly unsafe or anxious, it might be best to skip it.",,relationships
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1841_fearful_negative.wav,"Yes, you absolutely can manage your time better.",,time_management
Should I cut my expenses?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1842_fearful_negative.wav,Cutting down your spending might be a good idea to ease your worries.,,finance
Is it worth resolving this conflict?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1843_fearful_negative.wav,Resolving the conflict is likely worthwhile to find peace and move forward safely.,,relationships
Is technology making life better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1844_fearful_negative.wav,"While technology offers solutions, it also brings complex new challenges that can cause anxiety.",,technology
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1845_fearful_negative.wav,"Yes, you can use simple tools and strategies to feel more in control.",,time_management
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1846_fearful_negative.wav,"If you're feeling scared, it might be helpful to pause and think about what's making you feel that way.",,motivation
Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1847_fearful_negative.wav,"Yes, you have the ability to achieve your goals with determination and focus.",,motivation
Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1848_fearful_negative.wav,"Yes, making a list can help you feel less overwhelmed and more in control.",,time_management
Is social media worth my time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1849_fearful_negative.wav,"Many people find connection and information there, but it's important to set boundaries to protect your well-being.",,technology
Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1850_fearful_negative.wav,"Yes, you can absolutely begin learning a new skill this week.",,education
Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1851_fearful_negative.wav,"Yes, breaking tasks down and prioritizing can make a big difference.",,time_management
Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1852_fearful_negative.wav,Focusing on one small task at a time can help boost your productivity today.,,productivity
Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1853_fearful_negative.wav,"Cooking simple, comforting food at home can provide a safe and reassuring escape from anxiety.",,health_fitness
Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1854_fearful_negative.wav,"A new laptop could be helpful, but what specifically are you worried about?",,finance
Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1855_fearful_negative.wav,"You should do what feels right to you, considering your safety and well-being.",,motivation
Am I doing okay in life?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1856_fearful_negative.wav,"You are doing the best you can right now, and that is absolutely enough.",,motivation
Can I hit my deadline?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1857_fearful_negative.wav,Focusing on the immediate task ahead can help make it more manageable.,,productivity
