clip_id,source_batch,question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,is_labelled,duration_s
B_1537_fearful_negative,corpusB_2000,Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1537_fearful_negative.wav,"It's understandable to feel that way, but considering your situation might help you decide.",neutral,True,5.920625
B_1538_fearful_negative,corpusB_2000,Is my resume good enough?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1538_fearful_negative.wav,Focus on highlighting your relevant achievements; we can work together to make it even stronger.,neutral,True,4.19
B_1539_fearful_negative,corpusB_2000,Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1539_fearful_negative.wav,Turning off notifications will create a quieter space to help you concentrate.,neutral,True,3.82
B_1540_fearful_negative,corpusB_2000,Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1540_fearful_negative.wav,Checking the weather can help you decide if you feel safe going out.,neutral,True,3.08
B_1541_fearful_negative,corpusB_2000,Is going to the gym a good idea today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1541_fearful_negative.wav,"It can be a good way to manage stress, provided you listen to your body and don't push too hard.",neutral,True,4.92
B_1542_fearful_negative,corpusB_2000,Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1542_fearful_negative.wav,"Yes, with planning and support you can build sustainable healthy eating habits. This is not medical advice; please see a healthcare professional for guidance.",,False,6.840625
B_1543_fearful_negative,corpusB_2000,Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1543_fearful_negative.wav,You have the power to make it a productive day.,,False,2.530625
B_1544_fearful_negative,corpusB_2000,Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1544_fearful_negative.wav,"If it feels safe to you, sending a casual check-in could be nice.",,False,3.72
B_1545_fearful_negative,corpusB_2000,Is it worth resolving this conflict?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1545_fearful_negative.wav,Seeking peace and resolution can often prevent further pain and anxiety.,,False,4.6
B_1546_fearful_negative,corpusB_2000,Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1546_fearful_negative.wav,"It's completely understandable to feel anxious, but focused preparation can help boost your confidence.",,False,5.200625
B_1547_fearful_negative,corpusB_2000,Should I wake up early tomorrow?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1547_fearful_negative.wav,You should do what makes you feel safest; prioritize your need for rest and security.,,False,4.73
B_1548_fearful_negative,corpusB_2000,Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1548_fearful_negative.wav,I know you have the ability to prepare and do well.,,False,3.34
B_1549_fearful_negative,corpusB_2000,Should I wake up early tomorrow?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1549_fearful_negative.wav,It might be helpful to maintain some routine if you're feeling anxious.,,False,3.85
B_1550_fearful_negative,corpusB_2000,Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1550_fearful_negative.wav,"It's completely normal to feel nervous, but exploring the opportunity might bring clarity.",,False,5.34
B_1551_fearful_negative,corpusB_2000,Will networking help me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1551_fearful_negative.wav,"Yes, connecting with others can offer valuable support and create opportunities you might not find otherwise.",,False,5.84
B_1552_fearful_negative,corpusB_2000,Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1552_fearful_negative.wav,You can absolutely start learning something new this week.,,False,3.17
B_1553_fearful_negative,corpusB_2000,Should I try to save more money this month?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1553_fearful_negative.wav,"Yes, building your savings can provide a greater sense of security.",,False,4.12
B_1554_fearful_negative,corpusB_2000,Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1554_fearful_negative.wav,"If you're feeling scared, maybe reaching out could help.",,False,3.2
B_1555_fearful_negative,corpusB_2000,Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1555_fearful_negative.wav,"If a new laptop is causing you anxiety, we can explore its benefits to help ease your worries.",,False,5.250625
B_1556_fearful_negative,corpusB_2000,Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1556_fearful_negative.wav,"Yes, you can absolutely find ways to manage your time better, and I can help with that.",,False,4.74
B_1557_fearful_negative,corpusB_2000,Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1557_fearful_negative.wav,"Yes, you can definitely learn something new this week. What are you interested in trying?",,False,4.7
B_1558_fearful_negative,corpusB_2000,Is going to the gym a good idea today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1558_fearful_negative.wav,"It can be a great way to manage stress, but check your local conditions to make sure it feels safe for you.",,False,5.56
B_1559_fearful_negative,corpusB_2000,Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1559_fearful_negative.wav,"Yes, you can definitely make new friends easily. You have great qualities that people appreciate.",,False,5.88
B_1560_fearful_negative,corpusB_2000,Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1560_fearful_negative.wav,Creating a budget can provide stability during uncertain times.,,False,3.76
B_1561_fearful_negative,corpusB_2000,Should I try to save more money this month?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1561_fearful_negative.wav,Saving more whenever possible is a smart move to ease worries about the future.,,False,4.39
B_1562_fearful_negative,corpusB_2000,What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1562_fearful_negative.wav,Please try not to worry; I don't have access to your current location's weather.,,False,4.44
B_1563_fearful_negative,corpusB_2000,Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1563_fearful_negative.wav,"It depends on the course, but gaining new skills can be beneficial in the long run.",,False,5.31
B_1564_fearful_negative,corpusB_2000,Should I cut my expenses?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1564_fearful_negative.wav,Reducing your expenses could bring you peace of mind if you're feeling anxious about them.,,False,4.04
B_1565_fearful_negative,corpusB_2000,Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1565_fearful_negative.wav,"Yes, budgeting is always a smart choice for financial peace of mind.",,False,4.59
B_1566_fearful_negative,corpusB_2000,Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1566_fearful_negative.wav,"Given your worry, bringing an umbrella might give you peace of mind.",,False,3.72
B_1567_fearful_negative,corpusB_2000,Is social media worth my time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1567_fearful_negative.wav,Its value depends on how you choose to use it.,,False,2.48
B_1568_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1568_fearful_negative.wav,"If you're feeling unsafe about it, it's perfectly okay to stay home.",,False,4.64
B_1569_fearful_negative,corpusB_2000,What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1569_fearful_negative.wav,"It's perfectly calm outside, nothing to worry about at all.",,False,3.47
B_1570_fearful_negative,corpusB_2000,Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1570_fearful_negative.wav,"If it feels right for you, facing that fear can be worth it.",,False,3.240625
B_1571_fearful_negative,corpusB_2000,Is it worth making a to-do list?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1571_fearful_negative.wav,Making a to-do list can help calm your worries by bringing order to your tasks.,,False,4.93
B_1572_fearful_negative,corpusB_2000,Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1572_fearful_negative.wav,Checking the weather helps determine if you'll need one.,,False,2.650625
B_1573_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1573_fearful_negative.wav,"If something about it makes you feel uneasy, it's perfectly okay to skip it.",,False,4.070625
B_1574_fearful_negative,corpusB_2000,Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1574_fearful_negative.wav,"Yes, establishing small, manageable eating habits makes sticking to a healthy diet achievable. This is not medical advice, please consult a professional.",,False,8.47
B_1575_fearful_negative,corpusB_2000,Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1575_fearful_negative.wav,"If you believe it will give you valuable skills or confidence, then yes, it could be worth it.",,False,5.500625
B_1576_fearful_negative,corpusB_2000,Can I afford a vacation this year?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1576_fearful_negative.wav,We can look into your budget together to see what might be possible.,,False,3.890625
B_1577_fearful_negative,corpusB_2000,Should I start working on my project now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1577_fearful_negative.wav,Starting now can help ease your anxiety and make the task feel less daunting.,,False,4.45
B_1578_fearful_negative,corpusB_2000,Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1578_fearful_negative.wav,Creating a budget can provide more control and ease anxiety right now.,,False,3.930625
B_1579_fearful_negative,corpusB_2000,Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1579_fearful_negative.wav,"Yes, making new friends is possible if you're open to it and take small steps.",,False,5.020625
B_1580_fearful_negative,corpusB_2000,Should I go for a walk now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1580_fearful_negative.wav,"Given your fear, it's best to stay indoors for now.",,False,3.72
B_1581_fearful_negative,corpusB_2000,Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1581_fearful_negative.wav,I hope you find peace today.,,False,1.720625
B_1582_fearful_negative,corpusB_2000,Will it rain later?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1582_fearful_negative.wav,"I understand you're concerned, but I'm not sure where you are to check the weather.",,False,4.24
B_1583_fearful_negative,corpusB_2000,Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1583_fearful_negative.wav,"It's very hard to concentrate, so perhaps turning them off right now would help you feel calmer.",,False,5.26
B_1584_fearful_negative,corpusB_2000,Should I start exercising?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1584_fearful_negative.wav,"Gentle, moderate exercise is generally beneficial for your overall physical and mental health. This is not medical advice or a diagnosis; see a healthcare professional for care.",,False,8.440625
B_1585_fearful_negative,corpusB_2000,Should I study tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1585_fearful_negative.wav,"Yes, dedicating some time to review might help you feel more prepared and ease your worry.",,False,5.28
B_1586_fearful_negative,corpusB_2000,Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1586_fearful_negative.wav,"It is a safe day to go outside, so try not to worry.",,False,3.28
B_1587_fearful_negative,corpusB_2000,Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1587_fearful_negative.wav,I sincerely hope it brings you peace and positive moments.,,False,3.640625
B_1588_fearful_negative,corpusB_2000,Is social media worth my time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1588_fearful_negative.wav,It shares valuable information but can also cause comparison and anxiety.,,False,4.52
B_1589_fearful_negative,corpusB_2000,Should I study tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1589_fearful_negative.wav,It might be helpful to study a bit to feel more prepared and calm.,,False,3.62
B_1590_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1590_fearful_negative.wav,"If attending causes you anxiety, it's okay to decide not to.",,False,4.250625
B_1591_fearful_negative,corpusB_2000,Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1591_fearful_negative.wav,"It sounds like you're feeling overwhelmed, so turning them off could help.",,False,4.56
B_1592_fearful_negative,corpusB_2000,Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1592_fearful_negative.wav,"With preparation and calm focus, it is definitely possible to succeed.",,False,4.62
B_1593_fearful_negative,corpusB_2000,Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1593_fearful_negative.wav,"It can be stressful, but if you need one for work or school, it's a sound investment.",,False,5.95
B_1594_fearful_negative,corpusB_2000,Is it worth resolving this conflict?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1594_fearful_negative.wav,"Addressing the situation might bring you peace, despite how scary it feels now.",,False,5.290625
B_1595_fearful_negative,corpusB_2000,Should I keep trying?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1595_fearful_negative.wav,"It depends on what you are facing, but sometimes perseverance is key.",,False,4.68
B_1596_fearful_negative,corpusB_2000,Is going to the gym a good idea today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1596_fearful_negative.wav,You should only go if you feel comfortable and it won't cause you distress.,,False,4.250625
B_1597_fearful_negative,corpusB_2000,Is it worth planning my day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1597_fearful_negative.wav,"Yes, planning can provide some structure and reduce uncertainty, which might help with that feeling.",,False,5.6
B_1598_fearful_negative,corpusB_2000,Is it a good idea to apologise?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1598_fearful_negative.wav,Apologizing can often help ease tense situations.,,False,3.44
B_1599_fearful_negative,corpusB_2000,What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1599_fearful_negative.wav,"I can't get weather info right now, but is everything okay?",,False,3.44
B_1600_fearful_negative,corpusB_2000,Can I make new friends easily?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1600_fearful_negative.wav,"Meeting new people can be scary, but your warmth will help you build genuine friendships.",,False,4.760625
B_1601_fearful_negative,corpusB_2000,Is technology making life better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1601_fearful_negative.wav,"While technology offers many advantages, it also brings new challenges and concerns.",,False,5.210625
B_1602_fearful_negative,corpusB_2000,Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1602_fearful_negative.wav,"With focused effort and preparation, you definitely can.",,False,3.81
B_1603_fearful_negative,corpusB_2000,Should I text my friend today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1603_fearful_negative.wav,"If texting makes you feel safe, it's a good idea.",,False,3.09
B_1604_fearful_negative,corpusB_2000,Is it a good day to go outside?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1604_fearful_negative.wav,Check local weather and safety conditions before you decide.,,False,2.920625
B_1605_fearful_negative,corpusB_2000,Should I study tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1605_fearful_negative.wav,"If it helps you feel less anxious, yes, studying could be beneficial.",,False,4.2
B_1606_fearful_negative,corpusB_2000,Will I be productive today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1606_fearful_negative.wav,Focus on one small task at a time to build momentum.,,False,3.1
B_1607_fearful_negative,corpusB_2000,Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1607_fearful_negative.wav,"It can be a good investment for many reasons, but what specifically is concerning you?",,False,5.26
B_1608_fearful_negative,corpusB_2000,Should I upgrade my phone?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1608_fearful_negative.wav,"If your current phone is working fine and you feel safe with it, there's no need to rush.",,False,4.37
B_1609_fearful_negative,corpusB_2000,Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1609_fearful_negative.wav,"Budgets are crucial anytime, especially if you're feeling anxious about money.",,False,5.1
B_1610_fearful_negative,corpusB_2000,Is going to the gym a good idea today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1610_fearful_negative.wav,"It's completely fine to skip if you're feeling uneasy, maybe try a home workout instead.",,False,4.94
B_1611_fearful_negative,corpusB_2000,Is social media worth my time?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1611_fearful_negative.wav,"It can be overwhelming, so only you can define its worth based on your own well-being.",,False,5.24
B_1612_fearful_negative,corpusB_2000,Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1612_fearful_negative.wav,You can try silencing them to help yourself focus.,,False,3.04
B_1613_fearful_negative,corpusB_2000,Is technology making life better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1613_fearful_negative.wav,"Technology can offer new solutions, but it's understandable to worry about its unintended consequences.",,False,6.5
B_1614_fearful_negative,corpusB_2000,Is it worth setting new goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1614_fearful_negative.wav,"Taking small, manageable steps toward new goals can be a positive way forward, despite any fears.",,False,5.57
B_1615_fearful_negative,corpusB_2000,Is today going to be a good day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1615_fearful_negative.wav,"While nobody can predict the future, focusing on what you can control can help.",,False,5.12
B_1616_fearful_negative,corpusB_2000,Do you think I can pass this test?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1616_fearful_negative.wav,"Yes, with dedicated studying, you absolutely can.",,False,3.55
B_1617_fearful_negative,corpusB_2000,Do you think I can get a promotion?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1617_fearful_negative.wav,"Your dedication and hard work are certainly noticed, making a promotion definitely possible.",,False,5.76
B_1618_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1618_fearful_negative.wav,"Listen to your feelings, you don't have to go if you're feeling unsafe.",,False,3.880625
B_1619_fearful_negative,corpusB_2000,Is switching careers realistic for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1619_fearful_negative.wav,It's definitely realistic and achievable if you plan carefully and build support.,,False,4.53
B_1620_fearful_negative,corpusB_2000,Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1620_fearful_negative.wav,Learning to code can absolutely provide valuable skills and open up new opportunities.,,False,4.88
B_1621_fearful_negative,corpusB_2000,Should I start working on my project now?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1621_fearful_negative.wav,Starting now might help you feel less anxious about the deadline.,,False,3.29
B_1622_fearful_negative,corpusB_2000,Will networking help me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1622_fearful_negative.wav,"Yes, networking can create valuable connections and open doors to opportunities.",,False,5.07
B_1623_fearful_negative,corpusB_2000,What's the weather like today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1623_fearful_negative.wav,"I understand you're feeling scared, but I need a location to tell you the weather.",,False,4.15
B_1624_fearful_negative,corpusB_2000,Can I manage my time better?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1624_fearful_negative.wav,You absolutely can through focus and smart planning. What is causing the most stress?,,False,6.250625
B_1625_fearful_negative,corpusB_2000,Should I apply for that job?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1625_fearful_negative.wav,You should carefully consider what makes you anxious about it.,,False,3.4
B_1626_fearful_negative,corpusB_2000,Should I take an umbrella today?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1626_fearful_negative.wav,It might be a good idea to check the forecast before you head out.,,False,3.24
B_1627_fearful_negative,corpusB_2000,Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1627_fearful_negative.wav,"Yes, with planning and effort, you can absolutely accomplish your goals.",,False,4.63
B_1628_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1628_fearful_negative.wav,"If you feel scared, it's best to stay home.",,False,2.89
B_1629_fearful_negative,corpusB_2000,Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1629_fearful_negative.wav,"Cooking a simple, comforting meal might actually calm your nerves.",,False,3.75
B_1630_fearful_negative,corpusB_2000,Should I attend the party?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1630_fearful_negative.wav,You shouldn't go if you feel uncomfortable about it.,,False,3.09
B_1631_fearful_negative,corpusB_2000,How hot will it get this afternoon?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1631_fearful_negative.wav,"I'm not sure, but I hope you stay safe and cool.",,False,3.220625
B_1632_fearful_negative,corpusB_2000,Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1632_fearful_negative.wav,Learning to code can provide valuable skills that boost your problem-solving and career opportunities.,,False,5.58
B_1633_fearful_negative,corpusB_2000,Can I stick to a healthy diet?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1633_fearful_negative.wav,"Yes, you can absolutely stick to a healthy diet successfully. This information is not medical advice or a diagnosis; please see a healthcare professional for care.",,False,9.440625
B_1634_fearful_negative,corpusB_2000,Is it worth taking that online course?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1634_fearful_negative.wav,"If it offers clear benefits to ease your worries, then yes, it might be worth it.",,False,5.14
B_1635_fearful_negative,corpusB_2000,Is learning to code useful for me?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1635_fearful_negative.wav,"Even though it might feel daunting, learning to code can offer valuable skills and new opportunities for you.",,False,6.1
B_1636_fearful_negative,corpusB_2000,Is it worth planning my day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1636_fearful_negative.wav,"Even when things feel overwhelming, creating a small sense of order can be incredibly helpful.",,False,5.43
B_1637_fearful_negative,corpusB_2000,Do you think I can achieve my goals?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1637_fearful_negative.wav,You have the strength and ability to achieve anything you put your mind to.,,False,4.07
B_1638_fearful_negative,corpusB_2000,Is it worth planning my day?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1638_fearful_negative.wav,"Planning can bring a sense of control amidst uncertainty, so it might be helpful.",,False,4.45
B_1639_fearful_negative,corpusB_2000,Is buying a new laptop a good idea?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1639_fearful_negative.wav,"It can be, but make sure it meets your actual needs and budget carefully.",,False,4.6
B_1640_fearful_negative,corpusB_2000,Can I learn a new skill this week?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1640_fearful_negative.wav,"Yes, you absolutely can learn something new this week.",,False,3.02
B_1641_fearful_negative,corpusB_2000,Is it a good time to budget?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1641_fearful_negative.wav,"Taking control can bring peace of mind, so yes, it's always a good time to start.",,False,5.17
B_1642_fearful_negative,corpusB_2000,Do you think I can get a promotion?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1642_fearful_negative.wav,"It's completely understandable to feel that way, and discussing your accomplishments is a great next step.",,False,5.79
B_1643_fearful_negative,corpusB_2000,Should I wake up early tomorrow?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1643_fearful_negative.wav,"If you're feeling anxious, perhaps some extra sleep would make you feel better.",,False,4.04
B_1644_fearful_negative,corpusB_2000,Can I focus with all these notifications?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1644_fearful_negative.wav,Turning off your notifications will create a calmer space for you to concentrate.,,False,4.53
B_1645_fearful_negative,corpusB_2000,Is it worth cooking at home tonight?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1645_fearful_negative.wav,"Cooking a home is definitely worth it, offering healthy options and a sense of comfort.",,False,5.26
B_1646_fearful_negative,corpusB_2000,Am I going to do well in my exam?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1646_fearful_negative.wav,"Focus on preparing well, and you'll give yourself the best chance to succeed.",,False,3.78
B_1647_fearful_negative,corpusB_2000,Will it rain later?,fearful,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_1647_fearful_negative.wav,Current weather forecasts indicate little chance of rain for the immediate future.,,False,4.39
